trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_phenocode,score,to_remove_dups
categorical,41200,both_sexes,U081,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U08.1 Computed tomography of abdomen NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U081.tsv.bgz.tbi,1666,776,890,EUR,1,,,,,1426,,,,,,419105,,,,,,0.16351,,,,,,1.0222,,categorical-41200-both_sexes-U081.tsv.bgz,categorical-41200-both_sexes-U081.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U081.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U081.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U081.tsv.bgz.tbi,539824443,1751599,437d53b6c65f8fd040cc5234119f75c1,31f3e2dcbd08952286963da30ea0cec6,CA_Summary_Operations_h0.16351_n1666,BW20ZZZ,0,CA_Computed_tomography_of_abdomen_NEC_h0.16351,1.02,h2_z_insignificant,,0.0025,not_found,U07.1 Computed tomography of chest,78,0
categorical,41200,both_sexes,U091,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U09.1 Computed tomography of pelvis,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U091.tsv.bgz.tbi,317,166,151,EUR,1,,,,,264,,,,,,420267,,,,,,0.053755,,,,,,0.98949,,categorical-41200-both_sexes-U091.tsv.bgz,categorical-41200-both_sexes-U091.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U091.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U091.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U091.tsv.bgz.tbi,522023435,1751302,8bdde3e1043b39bd0d783cde73e89dd7,ba3b18b622b16556826e2f0fc9a2ddc8,CA_Summary_Operations_h0.05375_n317,BR2CZZZ,0,CA_Computed_tomography_of_pelvis_h0.05375,1,h2_z_insignificant,,0.0021,not_found,U07.1 Computed tomography of chest,87,0
categorical,41200,both_sexes,U106,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U10.6 Myocardial perfusion scan,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U106.tsv.bgz.tbi,1165,587,578,EUR,1,,,,,1059,,,,,,419472,,,,,,0.27647,,,,,,1.0287,,categorical-41200-both_sexes-U106.tsv.bgz,categorical-41200-both_sexes-U106.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U106.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U106.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U106.tsv.bgz.tbi,537695956,1751809,1aefe213d19392c515b2d69d7834f9c6,e11778dbe20a2430ecf8a98d35ed7f33,CA_Summary_Operations_h0.27647_n1165,I51.5,0,CA_Myocardial_perfusion_scan_h0.27647,1.02,h2_z_insignificant,,-0.0009,not_found,S15.2 Biopsy of lesion of skin NEC,43,0
categorical,41200,both_sexes,U112,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U11.2 Doppler ultrasound of vessels of extremities,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U112.tsv.bgz.tbi,440,233,207,EUR,1,,,,,379,,,,,,420152,,,,,,0.14601,,,,,,1.0267,,categorical-41200-both_sexes-U112.tsv.bgz,categorical-41200-both_sexes-U112.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U112.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U112.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U112.tsv.bgz.tbi,526528542,1750946,f68b3973c7499b928eb3c1c01fb92d6d,4d15d01c5a2e2f223e7d597e01a1f916,CA_Summary_Operations_h0.14601_n440,I80.20,0,CA_Doppler_ultrasound_of_vessels_of_extremities_h0.14601,1.01,h2_z_insignificant,,0.0049,not_found,H41.2 Peranal excision of lesion of rectum,50,0
categorical,41200,both_sexes,U133,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U13.3 Magnetic resonance imaging of bone,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U133.tsv.bgz.tbi,248,104,144,EUR,1,,,,,214,,,,,,420317,,,,,,0.075873,,,,,,1.0078,,categorical-41200-both_sexes-U133.tsv.bgz,categorical-41200-both_sexes-U133.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U133.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U133.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U133.tsv.bgz.tbi,518716416,1750755,561b997c3669334e61249f515846e7bb,6dc66724d052b2cfed9f5124a909e1d2,CA_Summary_Operations_h0.07587_n248,R90.89,0,CA_Magnetic_resonance_imaging_of_bone_h0.07587,0.967,h2_z_insignificant,,0.0026,not_found,U05.5 Magnetic resonance imaging of spine,86,0
categorical,41200,both_sexes,U191,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U19.1 Implantation of electrocardiography loop recorder,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U191.tsv.bgz.tbi,1019,503,516,EUR,1,,,,,893,,,,,,419638,,,,,,0.061547,,,,,,1.0048,,categorical-41200-both_sexes-U191.tsv.bgz,categorical-41200-both_sexes-U191.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U191.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U191.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U191.tsv.bgz.tbi,536298001,1751868,0fc7f6fd5708eccc42990b18054af1d2,ac24b5e9624f91a71b0415958c09f547,CA_Summary_Operations_h0.06155_n1019,Z95.818,0,CA_Implantation_of_electrocardiography_loop_recorder_h0.06155,1.04,h2_z_insignificant,,-0.0006,not_found,U19.7 Removal of electrocardiography loop recorder,84,0
categorical,41200,both_sexes,U197,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U19.7 Removal of electrocardiography loop recorder,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U197.tsv.bgz.tbi,347,182,165,EUR,1,,,,,299,,,,,,420232,,,,,,0.093569,,,,,,1.0006,,categorical-41200-both_sexes-U197.tsv.bgz,categorical-41200-both_sexes-U197.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U197.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U197.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U197.tsv.bgz.tbi,523787328,1751073,6506f8956fdabd181c9968b262e92431,b7914851317256a854c2a4580859b286,CA_Summary_Operations_h0.09357_n347,Z95.818,0,CA_Removal_of_electrocardiography_loop_recorder_h0.09357,1,h2_z_insignificant,,0.0023,not_found,U19.1 Implantation of electrocardiography loop recorder,84,0
categorical,41200,both_sexes,U205,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U20.5 Stress echocardiography,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U205.tsv.bgz.tbi,1003,475,528,EUR,1,,,,,857,,,,,,419674,,,,,,0.16534,,,,,,1.0106,,categorical-41200-both_sexes-U205.tsv.bgz,categorical-41200-both_sexes-U205.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U205.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U205.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U205.tsv.bgz.tbi,536048411,1751787,d3013f5de23ee080f30d1df8acc12008,f7cfeb0fef78fc0f5f580183480d204e,CA_Summary_Operations_h0.16534_n1003,F43.9,0,CA_Stress_echocardiography_h0.16534,1.02,h2_z_insignificant,,-0.0006,not_found,X31.2 Intravenous pyelography,52,0
categorical,41200,both_sexes,U211,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U21.1 Magnetic resonance imaging NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U211.tsv.bgz.tbi,2313,1126,1187,"AFR,EUR",2,55,,,,2010,,6581,,,,418521,,0.13347,,,,0.051839,,1.0095,,,,1.0351,,categorical-41200-both_sexes-U211.tsv.bgz,categorical-41200-both_sexes-U211.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U211.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U211.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U211.tsv.bgz.tbi,1251280262,1960676,a2b223460fb75b3efeef1c6fba3e0bf8,539321079d603cec620410ac4894dcf3,CA_Magnetic_resonance_imaging_NEC_h0.05184_n2313,BW3FZZZ,0,CA_Magnetic_resonance_imaging_NEC_h0.05184,1.05,h2_z_insignificant,,0.0041,not_found,U13.3 Magnetic resonance imaging of bone,82,0
categorical,41200,both_sexes,U264,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U26.4 Urodynamics NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U264.tsv.bgz.tbi,349,147,202,EUR,1,,,,,301,,,,,,420230,,,,,,0.32366,,,,,,0.98485,,categorical-41200-both_sexes-U264.tsv.bgz,categorical-41200-both_sexes-U264.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U264.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U264.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U264.tsv.bgz.tbi,523353398,1751150,b7257391312d9661e36147bf8e16ab1b,1332c16f34be96aed8699e4bc8d27138,CA_Summary_Operations_h0.32366_n349,L02.12,0,CA_Urodynamics_NEC_h0.32366,0.976,h2_z_insignificant,,-0.0019,not_found,M47.4 Urodynamic studies using catheter,50,0
categorical,41200,both_sexes,U297,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U29.7 Short synacthen test,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U297.tsv.bgz.tbi,924,554,370,EUR,1,,,,,792,,,,,,419739,,,,,,0.07253,,,,,,0.99209,,categorical-41200-both_sexes-U297.tsv.bgz,categorical-41200-both_sexes-U297.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U297.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U297.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U297.tsv.bgz.tbi,535263129,1751659,fb142d6df9940ec3db1784023e76a7f6,fa2e95e76aefcbdaa57f15433e4da9c4,CA_Summary_Operations_h0.07253_n924,Z32.02,0,CA_Short_synacthen_test_h0.07253,0.994,h2_z_insignificant,,0.0022,not_found,E42.3 Temporary tracheostomy,44,0
categorical,41200,both_sexes,U331,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U33.1 Polysomnography,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U331.tsv.bgz.tbi,1542,527,1015,"CSA,EUR",2,,,71,,1224,,,,8805,,419307,,,,0.1865,,0.062713,,,,1.0086,,1.0466,,categorical-41200-both_sexes-U331.tsv.bgz,categorical-41200-both_sexes-U331.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U331.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U331.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U331.tsv.bgz.tbi,1074188869,1924922,13e04c9bae0339713ec8f1f8436edcef,b229419598e4ca27e91f2e75c792af56,CA_Polysomnography_h0.06271_n1542,,0,CA_Polysomnography_h0.06271,1.01,h2_z_insignificant,,0.0015,not_found,L95.1 Venography,59,0
categorical,41200,both_sexes,U354,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",U35.4 Computed tomography of pulmonary arteries,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U354.tsv.bgz.tbi,4660,2395,2265,"AFR,CSA,EUR",3,95,,61,,4071,,6541,,8815,,416460,,0.0688,,0.0952,,0.05844,,0.98352,,1.0033,,0.99959,,categorical-41200-both_sexes-U354.tsv.bgz,categorical-41200-both_sexes-U354.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U354.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U354.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-U354.tsv.bgz.tbi,1602607656,2052237,f1f2b0e8455a7ff64bf7c595cfebae3d,83d8c245331ebfc37d50fb3d4f8bdfc6,CA_Computed_tomography_pulmonary_arteries_h0.05844_n4660,B221ZZZ,0,CA_Computed_tomography_pulmonary_arteries_h0.05844,1.03,h2_z_insignificant,,0.0032,not_found,U09.1 Computed tomography of pelvis,73,0
categorical,41200,both_sexes,V253,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V25.3 Primary posterior decompression of lumbar spine and intertransverse fusion of joint of lumbar spine,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V253.tsv.bgz.tbi,336,203,133,EUR,1,,,,,295,,,,,,420236,,,,,,0.24337,,,,,,0.97871,,categorical-41200-both_sexes-V253.tsv.bgz,categorical-41200-both_sexes-V253.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V253.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V253.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V253.tsv.bgz.tbi,523383864,1751204,acb3c4eb84ce15a2768bf7c2345b0558,10f020d87672e3ec11fce3d09e06106d,CA_Summary_Operations_h0.24337_n336,,0,CA_Primary_posterior_decompression_of_lumbar_spine_and_intertransverse_fusion_of_joint_of_lumbar_spine_h0.24337,0.994,h2_z_insignificant,,-0.0018,not_found,V25.5 Primary posterior decompression of lumbar spine NEC,65,0
categorical,41200,both_sexes,V254,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V25.4 Primary posterior laminectomy decompression of lumbar spine,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V254.tsv.bgz.tbi,939,477,462,EUR,1,,,,,827,,,,,,419704,,,,,,0.090936,,,,,,1.0228,,categorical-41200-both_sexes-V254.tsv.bgz,categorical-41200-both_sexes-V254.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V254.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V254.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V254.tsv.bgz.tbi,535789089,1751989,2e55d3e141cdf6b61f9da8224668baa3,9cfd434c87056000bbc4a55d5c186c9d,CA_Summary_Operations_h0.09094_n939,,0,CA_Primary_posterior_laminectomy_decompression_of_lumbar_spine_h0.09094,0.992,h2_z_insignificant,,0.0018,not_found,V25.5 Primary posterior decompression of lumbar spine NEC,85,0
categorical,41200,both_sexes,V255,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V25.5 Primary posterior decompression of lumbar spine NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V255.tsv.bgz.tbi,1216,659,557,EUR,1,,,,,1074,,,,,,419457,,,,,,0.13786,,,,,,1.0321,,categorical-41200-both_sexes-V255.tsv.bgz,categorical-41200-both_sexes-V255.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V255.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V255.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V255.tsv.bgz.tbi,538315956,1752011,c1db63c42138768093fd4a8128586567,d8c51bd7393672d17ac52ad6747af851,CA_Summary_Operations_h0.13786_n1216,M43.26,0,CA_Primary_posterior_decompression_of_lumbar_spine_NEC_h0.13786,1.02,h2_z_insignificant,,0.0027,not_found,V25.4 Primary posterior laminectomy decompression of lumbar spine,85,0
categorical,41200,both_sexes,V259,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V25.9 Unspecified primary decompression operations on lumbar spine,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V259.tsv.bgz.tbi,415,202,213,EUR,1,,,,,365,,,,,,420166,,,,,,0.11979,,,,,,1.0088,,categorical-41200-both_sexes-V259.tsv.bgz,categorical-41200-both_sexes-V259.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V259.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V259.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V259.tsv.bgz.tbi,526154385,1750807,4cc3709ba95e24408b3e2b157d3d1474,7cdbad495936d2f2242f756d0a7157f4,CA_Summary_Operations_h0.11979_n415,,0,CA_Unspecified_primary_decompression_operations_on_lumbar_spine_h0.11979,0.995,h2_z_insignificant,,-0.0026,not_found,V33.9 Unspecified primary excision of lumbar intervertebral disc,66,0
categorical,41200,both_sexes,V332,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V33.2 Primary fenestration excision of lumbar intervertebral disc,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V332.tsv.bgz.tbi,297,175,122,EUR,1,,,,,269,,,,,,420262,,,,,,0.13794,,,,,,0.98979,,categorical-41200-both_sexes-V332.tsv.bgz,categorical-41200-both_sexes-V332.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V332.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V332.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V332.tsv.bgz.tbi,522193218,1751210,f8a79eac4225c718aa2e7e975d51c5a0,111bc92990a540a0eecec59fafb0fad9,CA_Summary_Operations_h0.13794_n297,,0,CA_Primary_fenestration_excision_of_lumbar_intervertebral_disc_h0.13794,0.999,h2_z_insignificant,,0.0035,not_found,V33.9 Unspecified primary excision of lumbar intervertebral disc,78,0
