"","coding","X","Unnamed..0","Unnamed..0.1","trait_type","phenocode","pheno_sex","modifier","description","description_more","coding_description","category","n_cases_full_cohort_both_sexes","n_cases_full_cohort_females","n_cases_full_cohort_males","pops","num_pops","n_cases_AFR","n_cases_AMR","n_cases_CSA","n_cases_EAS","n_cases_EUR","n_cases_MID","n_controls_AFR","n_controls_AMR","n_controls_CSA","n_controls_EAS","n_controls_EUR","n_controls_MID","saige_heritability_AFR","saige_heritability_AMR","saige_heritability_CSA","saige_heritability_EAS","saige_heritability_EUR","saige_heritability_MID","lambda_gc_AFR","lambda_gc_AMR","lambda_gc_CSA","lambda_gc_EAS","lambda_gc_EUR","lambda_gc_MID","filename","filename_tabix","aws_link","aws_link_tabix","wget","wget_tabix","size_in_bytes","size_in_bytes_tabix","md5_hex","md5_hex_tabix","phenocode_annotate_lst","category_manual","coding_description.1","new_pheno_annot","AB_ICD10"
"43","1279",43,43,275,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","eye trauma","UK Biobank Assessment Centre > Verbal interview > Medical conditions",657,181,476,"EUR",1,NA,NA,NA,NA,582,NA,NA,NA,NA,NA,419891,NA,NA,NA,NA,NA,0.072072,NA,NA,NA,NA,NA,0.9951,NA,"categorical-20002-both_sexes-1279.tsv.bgz","categorical-20002-both_sexes-1279.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1279.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1279.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1279.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1279.tsv.bgz.tbi",531725818,1751207,"6117a32fa39784a91049910506a482ec","024d9b0bc7ce990fdc4b8ccd350da1ea","CA_Medical_conditions_h0.07207_n657","Medical conditions","eye trauma","CA_eye_trauma_h0.07207_n657","S05"
"44","1281",44,44,276,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","retinal detachment","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1595,647,948,"EUR",1,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,419073,NA,NA,NA,NA,NA,0.26422,NA,NA,NA,NA,NA,1.0088,NA,"categorical-20002-both_sexes-1281.tsv.bgz","categorical-20002-both_sexes-1281.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1281.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1281.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1281.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1281.tsv.bgz.tbi",539871080,1752005,"08a4c4052b6a52fe34d7df0e75b5e420","a4d19b07c3fd18e1cc880f2369ddbfec","CA_Medical_conditions_h0.26422_n1595","Medical conditions","retinal detachment","CA_retinal_detachment_h0.26422_n1595","H33"
"45","1289",45,45,281,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","schizophrenia","UK Biobank Assessment Centre > Verbal interview > Medical conditions",582,186,396,"EUR",1,NA,NA,NA,NA,455,NA,NA,NA,NA,NA,420018,NA,NA,NA,NA,NA,0.17569,NA,NA,NA,NA,NA,1.0085,NA,"categorical-20002-both_sexes-1289.tsv.bgz","categorical-20002-both_sexes-1289.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1289.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1289.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1289.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1289.tsv.bgz.tbi",528841444,1751297,"f5767a7ce90ea944780e77038387c3e5","2d0cf7beb04e14cbf845a59124c28b87","CA_Medical_conditions_h0.17569_n582","mental_disorders","schizophrenia","CA_schizophrenia_h0.17569_n582","F20"
"46","1313",46,46,292,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","ankylosing spondylitis","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1316,498,818,"EUR",1,NA,NA,NA,NA,1185,NA,NA,NA,NA,NA,419288,NA,NA,NA,NA,NA,0.12884,NA,NA,NA,NA,NA,1.0383,NA,"categorical-20002-both_sexes-1313.tsv.bgz","categorical-20002-both_sexes-1313.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1313.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1313.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1313.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1313.tsv.bgz.tbi",538830707,1751833,"b142bf9888ae9b599c38f91ff2118660","603b27a8ae646b22d2813260a866ea8b","CA_Medical_conditions_h0.12884_n1316","Medical conditions","ankylosing spondylitis","CA_ankylosing_spondylitis_h0.12884_n1316","M45"
"47","1371",47,47,297,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","sarcoidosis","UK Biobank Assessment Centre > Verbal interview > Medical conditions",971,522,449,"EUR",1,NA,NA,NA,NA,809,NA,NA,NA,NA,NA,419664,NA,NA,NA,NA,NA,0.22162,NA,NA,NA,NA,NA,1.0389,NA,"categorical-20002-both_sexes-1371.tsv.bgz","categorical-20002-both_sexes-1371.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1371.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1371.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1371.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1371.tsv.bgz.tbi",535543016,1751462,"5da7a054a31f66b8b9be14fac99140d6","df10cc86ce490ab49675d17bb4a0758e","CA_Medical_conditions_h0.22162_n971","Medical conditions","sarcoidosis","CA_sarcoidosis_h0.22162_n971","D86"
"48","1386",48,48,306,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","allergy or anaphylactic reaction to drug","UK Biobank Assessment Centre > Verbal interview > Medical conditions",4136,2882,1254,"EUR",1,NA,NA,NA,NA,3707,NA,NA,NA,NA,NA,416766,NA,NA,NA,NA,NA,0.061404,NA,NA,NA,NA,NA,1.0433,NA,"categorical-20002-both_sexes-1386.tsv.bgz","categorical-20002-both_sexes-1386.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1386.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1386.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1386.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1386.tsv.bgz.tbi",545652831,1752277,"fc9f730f62bcecea6ef0bbe0523cdaac","73d5406e6bfd9498256bc9565d5cdc83","CA_Medical_conditions_h0.06140_n4136","Medical conditions","allergy or anaphylactic reaction to drug","CA_allergy_or_anaphylactic_reaction_to_drug_h0.06140_n4136","Z88"
"49","1408",49,49,314,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","alcohol dependency","UK Biobank Assessment Centre > Verbal interview > Medical conditions",712,189,523,"EUR",1,NA,NA,NA,NA,622,NA,NA,NA,NA,NA,419851,NA,NA,NA,NA,NA,0.31202,NA,NA,NA,NA,NA,1.0053,NA,"categorical-20002-both_sexes-1408.tsv.bgz","categorical-20002-both_sexes-1408.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1408.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1408.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1408.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1408.tsv.bgz.tbi",532247773,1751467,"bb88084c95cf9e52ea76d5e025801a96","e8c0271d4456c8de309d289c26de141f","CA_Medical_conditions_h0.31202_n712","Medical conditions","alcohol dependency","CA_alcohol_dependency_h0.31202_n712","F10"
"50","1413",50,50,316,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","nasal/sinus disorder","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1805,894,911,"EUR",1,NA,NA,NA,NA,1606,NA,NA,NA,NA,NA,418867,NA,NA,NA,NA,NA,0.1293,NA,NA,NA,NA,NA,1.0132,NA,"categorical-20002-both_sexes-1413.tsv.bgz","categorical-20002-both_sexes-1413.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1413.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1413.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1413.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1413.tsv.bgz.tbi",541332171,1752191,"416e9dd5be2659b63926eba7e4770d8a","4c92149c0cb21d343e6c26ca33b69bf2","CA_Medical_conditions_h0.12930_n1805","Medical conditions","nasal/sinus disorder","CA_nasal_sinus_disorder_h0.12930_n1805","J34"
"51","1416",51,51,319,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","chronic sinusitis","UK Biobank Assessment Centre > Verbal interview > Medical conditions",3013,1813,1200,"EUR",1,NA,NA,NA,NA,2624,NA,NA,NA,NA,NA,417849,NA,NA,NA,NA,NA,0.053137,NA,NA,NA,NA,NA,1.0333,NA,"categorical-20002-both_sexes-1416.tsv.bgz","categorical-20002-both_sexes-1416.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1416.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1416.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1416.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1416.tsv.bgz.tbi",544301569,1752019,"76238eed5ae441220858e640cd4a4b28","168b00bd6e715801a3bd51f0fc681359","CA_Medical_conditions_h0.05314_n3013","Medical conditions","chronic sinusitis","CA_chronic_sinusitis_h0.05314_n3013","J32"
"52","1417",52,52,320,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","nasal polyps","UK Biobank Assessment Centre > Verbal interview > Medical conditions",2037,697,1340,"EUR",1,NA,NA,NA,NA,1843,NA,NA,NA,NA,NA,418630,NA,NA,NA,NA,NA,0.13798,NA,NA,NA,NA,NA,1.0429,NA,"categorical-20002-both_sexes-1417.tsv.bgz","categorical-20002-both_sexes-1417.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1417.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1417.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1417.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1417.tsv.bgz.tbi",541701173,1751992,"cfa4cf735b0caa36ffeac95d233116dc","409e7b10fb521b81dc4080cf8be93951","CA_Medical_conditions_h0.13798_n2037","Medical conditions","nasal polyps","CA_nasal_polyps_h0.13798_n2037","J33"
"53","1421",53,53,323,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","meniere's disease","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1343,832,511,"EUR",1,NA,NA,NA,NA,1220,NA,NA,NA,NA,NA,419253,NA,NA,NA,NA,NA,0.074772,NA,NA,NA,NA,NA,0.99904,NA,"categorical-20002-both_sexes-1421.tsv.bgz","categorical-20002-both_sexes-1421.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1421.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1421.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1421.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1421.tsv.bgz.tbi",539068882,1752049,"a333653af352305f1ded3eba208db0bf","5a47416fe5c735e71dbae3dc4bd67fef","CA_Medical_conditions_h0.07477_n1343","Medical conditions","meniere's disease","CA_meniere's_disease_h0.07477_n1343","H81"
"54","1441",54,54,336,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","malaria","UK Biobank Assessment Centre > Verbal interview > Medical conditions",644,241,403,"EUR",1,NA,NA,NA,NA,483,NA,NA,NA,NA,NA,419990,NA,NA,NA,NA,NA,0.1668,NA,NA,NA,NA,NA,1.0183,NA,"categorical-20002-both_sexes-1441.tsv.bgz","categorical-20002-both_sexes-1441.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1441.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1441.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1441.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1441.tsv.bgz.tbi",530066078,1751057,"e48bd15747211e7a50f9c8f37daa1a32","6a4834410c8125469806f3f3792ab0fa","CA_Medical_conditions_h0.16680_n644","Medical conditions","malaria","CA_malaria_h0.16680_n644","B54"
"55","1446",55,55,339,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","anaemia","UK Biobank Assessment Centre > Verbal interview > Medical conditions",876,646,230,"EUR",1,NA,NA,NA,NA,707,NA,NA,NA,NA,NA,419766,NA,NA,NA,NA,NA,0.073357,NA,NA,NA,NA,NA,0.96995,NA,"categorical-20002-both_sexes-1446.tsv.bgz","categorical-20002-both_sexes-1446.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1446.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1446.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1446.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1446.tsv.bgz.tbi",534265392,1751580,"b8b5d59c1bcf6bd61ee2aaf1b4874c53","32acf03709d35d248e6f7e2c736ea401","CA_Medical_conditions_h0.07336_n876","Medical conditions","anaemia","CA_anaemia_h0.07336_n876","D64"
"56","1451",56,56,341,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","hereditary/genetic haematological disorder","UK Biobank Assessment Centre > Verbal interview > Medical conditions",412,230,182,"EUR",1,NA,NA,NA,NA,366,NA,NA,NA,NA,NA,420107,NA,NA,NA,NA,NA,0.14141,NA,NA,NA,NA,NA,0.99341,NA,"categorical-20002-both_sexes-1451.tsv.bgz","categorical-20002-both_sexes-1451.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1451.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1451.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1451.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1451.tsv.bgz.tbi",526147050,1751170,"2faa66e3f3f263562c7a0fa3ceeba43d","f68ae578a358c377f9742ef414259b18","CA_Medical_conditions_h0.14141_n412","Medical conditions","hereditary/genetic haematological disorder","CA_hereditary_genetic_haematological_disorder_h0.14141_n412","UNC"
"57","1457",57,57,347,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","duodenal ulcer","UK Biobank Assessment Centre > Verbal interview > Medical conditions",1967,713,1254,"EUR",1,NA,NA,NA,NA,1709,NA,NA,NA,NA,NA,418764,NA,NA,NA,NA,NA,0.071316,NA,NA,NA,NA,NA,1.0347,NA,"categorical-20002-both_sexes-1457.tsv.bgz","categorical-20002-both_sexes-1457.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1457.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1457.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1457.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1457.tsv.bgz.tbi",541546567,1752146,"7191331106331acc56db6ad228ea35bd","b6694f6b49a1c6180d642045ba3cc11d","CA_Medical_conditions_h0.07132_n1967","Medical conditions","duodenal ulcer","CA_duodenal_ulcer_h0.07132_n1967","K26"
"58","1458",58,58,348,"categorical","20002","both_sexes","","Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.","diverticular disease/diverticulitis","UK Biobank Assessment Centre > Verbal interview > Medical conditions",5203,3385,1818,"EUR",1,NA,NA,NA,NA,4781,NA,NA,NA,NA,NA,415692,NA,NA,NA,NA,NA,0.083806,NA,NA,NA,NA,NA,1.0443,NA,"categorical-20002-both_sexes-1458.tsv.bgz","categorical-20002-both_sexes-1458.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1458.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1458.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1458.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1458.tsv.bgz.tbi",546332038,1752206,"b13ce3bb65e9927623ba244a67919452","1f33a6f298c1eb67c5f6fe735424c4fd","CA_Medical_conditions_h0.08381_n5203","Medical conditions","diverticular disease/diverticulitis","CA_diverticular_disease_diverticulitis_h0.08381_n5203","K57"
