trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups
categorical,41229,both_sexes,5MX,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",HEART OF BIRMINGHAM TEACHING PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5MX.tsv.bgz.tbi,1444,726,718,"AFR,CSA,EUR",3,237,,310,,677,,6399,,8566,,419854,,0.20355,,0.15717,,0.19814,,0.96981,,1.0012,,0.99393,,categorical-41229-both_sexes-5MX.tsv.bgz,categorical-41229-both_sexes-5MX.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5MX.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5MX.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5MX.tsv.bgz.tbi,1606907910,2052521,bc01a0743e9e91d4dcf0eecabec37855,71d06b99d1175b21f060514d949a686d,CA__Summary_Administration_h0.19814_n1444,,1,CA_Administration_h0.19814,1.04,h2_z_insignificant,,0.0002,not_found,1
categorical,41229,both_sexes,5N4,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",SHEFFIELD PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N4.tsv.bgz.tbi,10908,5902,5006,"AFR,CSA,EUR",3,101,,69,,9927,,6535,,8807,,410604,,0,,0.22742,,0.31209,,1.0361,,0.99978,,1.2413,,categorical-41229-both_sexes-5N4.tsv.bgz,categorical-41229-both_sexes-5N4.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N4.tsv.bgz.tbi,1630602415,2057119,95e0482438bfded0d512372da7cc613a,1d1092469cb7379adecaf9e545f9c1b7,CA_Summary_Administration_h0.31209_n10908,,1,CA_Administration_h0.31209,1.23,h2_z_insignificant,,-0.0054,not_found,1
categorical,41229,both_sexes,5NM,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",HALTON AND ST HELENS PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NM.tsv.bgz.tbi,3174,1629,1545,EUR,1,,,,,2970,,,,,,417561,,,,,,0.37565,,,,,,1.0496,,categorical-41229-both_sexes-5NM.tsv.bgz,categorical-41229-both_sexes-5NM.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NM.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NM.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NM.tsv.bgz.tbi,543794929,1752286,0d21c41af7515b7c32e0bc2bc3f16553,a7128205c5ac7d465dcf346f2274af57,CA_Summary_Administration_h0.37565_n3174,A83.3,1,CA_Administration_h0.37565,1.07,h2_z_insignificant,,0.0003,not_found,1
categorical,41229,both_sexes,5PA,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",LEICESTERSHIRE COUNTY AND RUTLAND PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5PA.tsv.bgz.tbi,1648,875,773,EUR,1,,,,,1504,,,,,,419027,,,,,,0.29598,,,,,,1.0451,,categorical-41229-both_sexes-5PA.tsv.bgz,categorical-41229-both_sexes-5PA.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5PA.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5PA.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5PA.tsv.bgz.tbi,540893148,1751808,efd9f36e07f7fcdb7fb49e02d5a2c0b8,cc617c326d52c467d1bcbc0863f03c95,CA_Summary_Administration_h0.29598_n1648,L49.0,1,CA_Administration_h0.29598,1.04,h2_z_insignificant,,0.0007,not_found,1
categorical,41246,both_sexes,2480,,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Respiratory Physiology,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-2480.tsv.bgz.tbi,1313,443,870,"CSA,EUR",2,,,64,,1013,,,,8503,,401848,,,,0.0864,,0.14518,,,,0.97811,,1.0272,,categorical-41246-both_sexes-2480.tsv.bgz,categorical-41246-both_sexes-2480.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-2480.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-2480.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-2480.tsv.bgz.tbi,1065258589,1923372,bb0ae37bb8e9cdc19b4408a25188af15,3d60c65de87b21f6f6a3358618f9bdd4,CA_Treatment_speciality_consultant_Respiratory_Physiology_h0.14518_n1313,R09.2,0,CA_Treatment_speciality_consultant_Respiratory_Physiology_h0.14518,1.01,h2_z_insignificant,,0.0007,not_found,1
categorical,41229,both_sexes,5NL,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",LIVERPOOL PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NL.tsv.bgz.tbi,5967,3205,2762,"EAS,EUR",2,,,,56,5248,,,,,2653,415283,,,,,0.15727,0.28065,,,,,1.042,1.1332,,categorical-41229-both_sexes-5NL.tsv.bgz,categorical-41229-both_sexes-5NL.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NL.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NL.tsv.bgz.tbi,1042633460,1918175,eb86b4d79e0312773120a63c3ced7e96,2fcac6fd6c0a4369b060070cdea9ee67,CA_Summary_Administration_h0.28065_n5967,,1,CA_Administration_h0.28065,1.16,h2_z_insignificant,,0.0018,not_found,1
categorical,41229,both_sexes,5N8,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NOTTINGHAMSHIRE COUNTY TEACHING PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N8.tsv.bgz.tbi,11900,6511,5389,EUR,1,,,,,10973,,,,,,409558,,,,,,0.24766,,,,,,1.1887,,categorical-41229-both_sexes-5N8.tsv.bgz,categorical-41229-both_sexes-5N8.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N8.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N8.tsv.bgz.tbi,548297492,1752006,c2c710ac2a8d57770b4f5b6a8a48b505,cdf281da4ddb8f025b2ca866f38f1a41,CA_Summary_Administration_h0.24766_n11900,Z55.8,1,CA_Administration_h0.24766,1.21,h2_z_insignificant,,0.0057,not_found,1
categorical,41251,both_sexes,10000,,Sources of admission to hospital (recoded),"This field is a summary of the distinct source of admission codes a participant has had recorded in their hospital inpatient records. Source of admission identifies whether a patient came to the hospital from their usual place of residence or elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMISORC_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Other admission source,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41251-both_sexes-10000.tsv.bgz.tbi,2234,821,1413,EUR,1,,,,,1991,,,,,,416494,,,,,,0.11119,,,,,,1.0173,,categorical-41251-both_sexes-10000.tsv.bgz,categorical-41251-both_sexes-10000.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-10000.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-10000.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41251-both_sexes-10000.tsv.bgz.tbi,541297854,1751845,1a3464b08659c5cf79feaaec7d0ca83a,bb96b28e32864396ecb48fd3be1cad67,CA_Summary_Administration_h0.11119_n2234,T58.8X1,1,CA_Administration_h0.11119,1.02,h2_z_insignificant,,0.0011,not_found,1
categorical,41229,both_sexes,5M6,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",RICHMOND AND TWICKENHAM PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5M6.tsv.bgz.tbi,3070,1739,1331,"CSA,EUR",2,,,86,,2512,,,,8790,,418019,,,,0.031563,,0.18653,,,,1.009,,1.045,,categorical-41229-both_sexes-5M6.tsv.bgz,categorical-41229-both_sexes-5M6.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5M6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5M6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5M6.tsv.bgz.tbi,1103204875,1930166,64527c058a519787b8100e1847a86d58,c19f4219910cae7f7f4646fcd2d55dcb,CA__Summary_Administration_h0.18653_n3070,,1,CA_Administration_h0.18653,1.05,h2_z_insignificant,,0.003,not_found,1
categorical,41229,both_sexes,5PG,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",BIRMINGHAM EAST AND NORTH PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5PG.tsv.bgz.tbi,4365,2277,2088,"AFR,CSA,EUR",3,183,,200,,3535,,6453,,8676,,416996,,0.25254,,0.3088,,0.29416,,0.99264,,0.93335,,1.07,,categorical-41229-both_sexes-5PG.tsv.bgz,categorical-41229-both_sexes-5PG.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5PG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5PG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5PG.tsv.bgz.tbi,1634342097,2057799,7991f8d07c3b4975963e3bb363ecfc94,879a964e3d899c23d21b7aacf19f171b,CA_Summary_Administration_h0.29416_n4365,,1,CA_Administration_h0.29416,1.08,h2_z_insignificant,,-0.0056,not_found,1
categorical,41247,both_sexes,2002,,Patient classification on admission (recoded),"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field CLASSPAT_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Day case: In day bed unit,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-2002.tsv.bgz.tbi,18094,10088,8006,"CSA,EAS,EUR",3,,,129,56,15586,,,,8747,2653,404945,,,,0.15082,0.097331,0.12524,,,,1.0251,0.99869,1.1171,,categorical-41247-both_sexes-2002.tsv.bgz,categorical-41247-both_sexes-2002.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-2002.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41247-both_sexes-2002.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41247-both_sexes-2002.tsv.bgz.tbi,1366037167,2009912,6556d4be85f9112093e523013cd7d071,780f601d109292ab99b6f68b6c49792c,CA__Summary_Administration_h0.12524_n18094,,1,CA_Administration_h0.12524,1.11,h2_z_insignificant,,0.0012,not_found,1
categorical,41229,both_sexes,5HG,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","ASHTON, LEIGH AND WIGAN PCT",Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HG.tsv.bgz.tbi,2555,1267,1288,EUR,1,,,,,2379,,,,,,418152,,,,,,0.2084,,,,,,1.1312,,categorical-41229-both_sexes-5HG.tsv.bgz,categorical-41229-both_sexes-5HG.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HG.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HG.tsv.bgz.tbi,542441555,1752032,4c6fe955d35b946bfb5f60456843018a,724ddcd09a51bbc6b0a4922b86cf3c36,CA_Summary_Administration_h0.20840_n2555,G31.82,1,CA_Administration_h0.20840,1.1,h2_z_insignificant,,0.0009,not_found,1
categorical,41229,both_sexes,5HY,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",HOUNSLOW PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HY.tsv.bgz.tbi,3418,1888,1530,"AFR,CSA,EAS,EUR",4,96,,709,55,1992,,6540,,8167,2654,418539,,0,,0.11409,0.13543,0.10748,,1.0608,,0.96231,1.0258,1.026,,categorical-41229-both_sexes-5HY.tsv.bgz,categorical-41229-both_sexes-5HY.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HY.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5HY.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5HY.tsv.bgz.tbi,1821800461,2115269,62c54af26813978c4d8cc98f234e8b75,a03205bfd4d75da5d1f199cd0859538f,CA__Summary_Administration_h0.10748_n3418,,1,CA_Administration_h0.10748,1.06,h2_z_insignificant,,0.0012,not_found,1
categorical,41229,both_sexes,5NQ,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.","HEYWOOD, MIDDLETON AND ROCHDALE PCT",Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NQ.tsv.bgz.tbi,2868,1557,1311,EUR,1,,,,,2584,,,,,,417947,,,,,,0.28396,,,,,,1.0553,,categorical-41229-both_sexes-5NQ.tsv.bgz,categorical-41229-both_sexes-5NQ.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NQ.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5NQ.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5NQ.tsv.bgz.tbi,543203346,1751621,aa26de7b632b63a9e14c7889522197f8,c4445020ff2219ba308e911036cc75d5,CA_Summary_Administration_h0.28396_n2868,L49.0,1,CA_Administration_h0.28396,1.04,h2_z_insignificant,,0.0009,not_found,1
categorical,41251,both_sexes,2000,,Sources of admission to hospital (recoded),"This field is a summary of the distinct source of admission codes a participant has had recorded in their hospital inpatient records. Source of admission identifies whether a patient came to the hospital from their usual place of residence or elsewhere.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field ADMISORC_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Temporary place of residence,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41251-both_sexes-2000.tsv.bgz.tbi,3436,1744,1692,"AFR,EUR",2,55,,,,3051,,6563,,,,415466,,0.18304,,,,0.06229,,1.0443,,,,1.0217,,categorical-41251-both_sexes-2000.tsv.bgz,categorical-41251-both_sexes-2000.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-2000.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-2000.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41251-both_sexes-2000.tsv.bgz.tbi,1263129155,1963283,27dbbe32a2479b706cf0755886aef5bf,f3db8bf398c0ed890330030cf80bbc08,CA_Summary_Administration_h0.06229_n3436,,1,CA_Administration_h0.06229,1.03,h2_z_insignificant,,-0.0003,not_found,1
categorical,41229,both_sexes,5N3,,PCT responsible for patient data,"This field is a summary of the distinct ""Current PCT responsible for patient"" codes a participant has had recorded in their hospital inpatient records. The PCT code identifies the administrative body with whom the patient is registered.  This field corresponds to the field PCTCODE on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",WAKEFIELD DISTRICT PCT,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N3.tsv.bgz.tbi,4310,2307,2003,EUR,1,,,,,4046,,,,,,416485,,,,,,0.2643,,,,,,1.1182,,categorical-41229-both_sexes-5N3.tsv.bgz,categorical-41229-both_sexes-5N3.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N3.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N3.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41229-both_sexes-5N3.tsv.bgz.tbi,545745524,1752047,28b0856032a82e030f929aedd37fdaa4,8b8c9659db30cad942ebbd59d0e3f462,CA_Summary_Administration_h0.26430_n4310,L49.0,1,CA_Administration_h0.26430,1.09,h2_z_insignificant,,0.0028,not_found,1
categorical,41246,both_sexes,1400,,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc.  Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts.  This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table.  In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Diagnostic Imaging,Health-related outcomes > Hospital inpatient > Summary Administration,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-1400.tsv.bgz.tbi,1025,581,444,EUR,1,,,,,882,,,,,,401958,,,,,,0.060675,,,,,,1.0017,,categorical-41246-both_sexes-1400.tsv.bgz,categorical-41246-both_sexes-1400.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-1400.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41246-both_sexes-1400.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41246-both_sexes-1400.tsv.bgz.tbi,535921106,1751641,2009e7edcf00a9ebda387158b8554a43,91104de70e796cada53a2ba614c0787d,CA_Summary_Administration_h0.06067_n1025,R90,0,CA_Treatment_speciality_consultant_diagnostic_imaging_h0.06067,0.999,h2_z_insignificant,,-0.0035,not_found,1
