;coding;X;Unnamed..0;Unnamed..0.1;trait_type;phenocode;pheno_sex;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10;AB_PRESUMED.DIAGNOSIS
42;1140879806;126;126;707;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;diltiazem;UK Biobank Assessment Centre > Verbal interview > Medications;992;404;588;EUR;1;NA;NA;NA;NA;856;NA;NA;NA;NA;NA;419617;NA;NA;NA;NA;NA;0.11243;NA;NA;NA;NA;NA;1.024;NA;categorical-20003-both_sexes-1140879806.tsv.bgz;categorical-20003-both_sexes-1140879806.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879806.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879806.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879806.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879806.tsv.bgz.tbi;535824768;1751735;37403e7431c2e41921cbe396e4a2c13e;ea66049201939bbdc513ffc8ea53b8ba;CA_Medications_h0.11243_n992;Medications;diltiazem;CA_PRS_diltiazem_h0.11243_n992;I20_I25;Angina/IHD
43;1140879818;127;127;708;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;metoprolol;UK Biobank Assessment Centre > Verbal interview > Medications;935;326;609;EUR;1;NA;NA;NA;NA;794;NA;NA;NA;NA;NA;419679;NA;NA;NA;NA;NA;0.085118;NA;NA;NA;NA;NA;0.98571;NA;categorical-20003-both_sexes-1140879818.tsv.bgz;categorical-20003-both_sexes-1140879818.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879818.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879818.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879818.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879818.tsv.bgz.tbi;534914134;1752040;2a4956bd46b0ae61501f0d9438db0e54;91d421200b86a06dbf232ea6cd0ecc62;CA_Medications_h0.08512_n935;Medications;metoprolol;CA_PRS_metoprolol_h0.08512_n935;I10_I25_I48;HTN/IHD/AF
44;1140879842;128;128;709;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;propranolol;UK Biobank Assessment Centre > Verbal interview > Medications;3142;2185;957;EUR;1;NA;NA;NA;NA;2808;NA;NA;NA;NA;NA;417665;NA;NA;NA;NA;NA;0.10894;NA;NA;NA;NA;NA;1.0302;NA;categorical-20003-both_sexes-1140879842.tsv.bgz;categorical-20003-both_sexes-1140879842.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879842.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879842.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879842.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879842.tsv.bgz.tbi;544423170;1752009;1123e06a36c2be515e6ec45f59a5dea3;67d99bcf7afd7c97529e4d740e2ceb2f;CA_Medications_h0.10894_n3142;Medications;propranolol;CA_PRS_propranolol_h0.10894_n3142;I10_I25_E05_F41_G43;HTN/IHD/Hyperthyroidism/Anxiety/Migraine
45;1140879854;129;129;710;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;sotalol;UK Biobank Assessment Centre > Verbal interview > Medications;722;306;416;EUR;1;NA;NA;NA;NA;646;NA;NA;NA;NA;NA;419827;NA;NA;NA;NA;NA;0.24089;NA;NA;NA;NA;NA;1.0126;NA;categorical-20003-both_sexes-1140879854.tsv.bgz;categorical-20003-both_sexes-1140879854.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879854.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879854.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879854.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879854.tsv.bgz.tbi;533365780;1751636;acd13f63a68c75550acf2539ce6d3d35;bdecdf53645525a48732bdf38b1b3142;CA_Medications_h0.24089_n722;Medications;sotalol;CA_PRS_sotalol_h0.24089_n722;I48_I49;AF/Arrythmia
46;1140881472;130;130;717;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;lacri-lube eye ointment;UK Biobank Assessment Centre > Verbal interview > Medications;698;531;167;EUR;1;NA;NA;NA;NA;589;NA;NA;NA;NA;NA;419884;NA;NA;NA;NA;NA;0.065994;NA;NA;NA;NA;NA;0.98268;NA;categorical-20003-both_sexes-1140881472.tsv.bgz;categorical-20003-both_sexes-1140881472.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881472.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881472.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881472.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881472.tsv.bgz.tbi;532100290;1751491;3d72a347da468028e7d52781925c1b3f;b5f51bd7cf9a972e92c3f26b6d94683f;CA_Medications_h0.06599_n698;Medications;lacri-lube eye ointment;CA_PRS_lacri-lube_eye_ointment_h0.06599_n698;M35_H04_M32;Sjograns/Xerostomia/SLE
47;1140881702;131;131;719;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;adalate 10mg capsule;UK Biobank Assessment Centre > Verbal interview > Medications;380;171;209;EUR;1;NA;NA;NA;NA;319;NA;NA;NA;NA;NA;420154;NA;NA;NA;NA;NA;0.21912;NA;NA;NA;NA;NA;0.99873;NA;categorical-20003-both_sexes-1140881702.tsv.bgz;categorical-20003-both_sexes-1140881702.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881702.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881702.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881702.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881702.tsv.bgz.tbi;524221830;1751145;d704d49509cde157d51f48dc757b58af;c8f1d31c44ae1c35672f4db0432622b6;CA_Medications_h0.21912_n380;Medications;adalate 10mg capsule;CA_PRS_adalate_10mg_capsule_h0.21912_n380;I10;Essential HTN
48;1140881882;132;132;721;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;timoptol 0.25% eye drops;UK Biobank Assessment Centre > Verbal interview > Medications;277;114;163;EUR;1;NA;NA;NA;NA;247;NA;NA;NA;NA;NA;420226;NA;NA;NA;NA;NA;0.064363;NA;NA;NA;NA;NA;1.006;NA;categorical-20003-both_sexes-1140881882.tsv.bgz;categorical-20003-both_sexes-1140881882.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881882.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881882.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881882.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881882.tsv.bgz.tbi;520616056;1750874;f200e1d0b7e40d7bc7b99bb08444a1ac;6f5f1ed1da88e0864518be98bea37052;CA_Medications_h0.06436_n277;Medications;timoptol 0.25% eye drops;CA_PRS_timoptol_0.25%_eye_drops_h0.06436_n277;H40;Glaucoma
49;1140883568;133;133;741;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;oxybutynin;UK Biobank Assessment Centre > Verbal interview > Medications;1066;728;338;EUR;1;NA;NA;NA;NA;947;NA;NA;NA;NA;NA;419526;NA;NA;NA;NA;NA;0.098034;NA;NA;NA;NA;NA;1.0244;NA;categorical-20003-both_sexes-1140883568.tsv.bgz;categorical-20003-both_sexes-1140883568.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883568.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140883568.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883568.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140883568.tsv.bgz.tbi;536734726;1751865;90de0bfe947f6b01295387516131ea7f;a37f068e0d2d959af61fa9ad88d7d5fa;CA_Medications_h0.09803_n1066;Medications;oxybutynin;CA_PRS_oxybutynin_h0.09803_n1066;N39;Urinary incontinence
50;1140884308;134;134;746;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;hydroxychloroquine;UK Biobank Assessment Centre > Verbal interview > Medications;690;570;120;EUR;1;NA;NA;NA;NA;573;NA;NA;NA;NA;NA;419900;NA;NA;NA;NA;NA;0.089833;NA;NA;NA;NA;NA;1.0139;NA;categorical-20003-both_sexes-1140884308.tsv.bgz;categorical-20003-both_sexes-1140884308.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884308.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884308.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884308.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884308.tsv.bgz.tbi;531730784;1751619;97b5d0473904e1aaa792187165978f3f;52df09942c9097b9424a5e0c8adc90d0;CA_Medications_h0.08983_n690;Medications;hydroxychloroquine;CA_PRS_hydroxychloroquine_h0.08983_n690;M32_M05_L40;SLE/RA/Psoriasis
51;1140884412;135;135;747;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;sumatriptan;UK Biobank Assessment Centre > Verbal interview > Medications;1264;1057;207;EUR;1;NA;NA;NA;NA;1133;NA;NA;NA;NA;NA;419340;NA;NA;NA;NA;NA;0.20803;NA;NA;NA;NA;NA;1.0386;NA;categorical-20003-both_sexes-1140884412.tsv.bgz;categorical-20003-both_sexes-1140884412.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884412.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884412.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884412.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884412.tsv.bgz.tbi;538558571;1751853;b11f7832810d9566b445d2ff32651edf;52d8acaff61b2d4211f1e0d17507b94e;CA_Medications_h0.20803_n1264;Medications;sumatriptan;CA_PRS_sumatriptan_h0.20803_n1264;G43;Migraine
52;1140884444;136;136;748;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;codeine;UK Biobank Assessment Centre > Verbal interview > Medications;2495;1545;950;EUR;1;NA;NA;NA;NA;2249;NA;NA;NA;NA;NA;418224;NA;NA;NA;NA;NA;0.12238;NA;NA;NA;NA;NA;1.0542;NA;categorical-20003-both_sexes-1140884444.tsv.bgz;categorical-20003-both_sexes-1140884444.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884444.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884444.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884444.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884444.tsv.bgz.tbi;543347956;1752406;bbd52b85d26c5b2331e52110ea7f0529;a1dbd2f52e4d6104535bb277f1916059;CA_Medications_h0.12238_n2495;Medications;codeine;CA_PRS_codeine_h0.12238_n2495;M19_R52;Arthritis (OA/RA)
53;1140884464;137;137;749;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;dihydrocodeine;UK Biobank Assessment Centre > Verbal interview > Medications;1670;939;731;EUR;1;NA;NA;NA;NA;1505;NA;NA;NA;NA;NA;418968;NA;NA;NA;NA;NA;0.1384;NA;NA;NA;NA;NA;1.041;NA;categorical-20003-both_sexes-1140884464.tsv.bgz;categorical-20003-both_sexes-1140884464.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884464.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884464.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884464.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884464.tsv.bgz.tbi;540488519;1752367;ca2d3fab3cb9d055cfebc83b2eb55391;9526b32cb71ebcf8ad9bba1473e9d761;CA_Medications_h0.13840_n1670;Medications;dihydrocodeine;CA_PRS_dihydrocodeine_h0.13840_n1670;M19_R52;Arthritis (OA/RA)
54;1140884654;138;138;755;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;beclomethasone;UK Biobank Assessment Centre > Verbal interview > Medications;1921;1102;819;EUR;1;NA;NA;NA;NA;1669;NA;NA;NA;NA;NA;418804;NA;NA;NA;NA;NA;0.086523;NA;NA;NA;NA;NA;1.0549;NA;categorical-20003-both_sexes-1140884654.tsv.bgz;categorical-20003-both_sexes-1140884654.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884654.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884654.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884654.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884654.tsv.bgz.tbi;541486219;1751895;c1d877e8d63eb46f680d747365b003e9;dc0710a6cb27b83a9479e23f3306458f;CA_Medications_h0.08652_n1921;Medications;beclomethasone;CA_PRS_beclomethasone_h0.08652_n1921;J45;Asthma
55;1140884700;139;139;758;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;trimovate ointment;UK Biobank Assessment Centre > Verbal interview > Medications;287;132;155;EUR;1;NA;NA;NA;NA;255;NA;NA;NA;NA;NA;420218;NA;NA;NA;NA;NA;0.10535;NA;NA;NA;NA;NA;1.0189;NA;categorical-20003-both_sexes-1140884700.tsv.bgz;categorical-20003-both_sexes-1140884700.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884700.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884700.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140884700.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140884700.tsv.bgz.tbi;521067194;1750838;670502a9e929891800f84ff722f053f8;9910847e78467bee47ff38e8c6482476;CA_Medications_h0.10535_n287;Medications;trimovate ointment;CA_PRS_trimovate_ointment_h0.10535_n287;L40_L20;Psoriasis/Eczema
56;1140888098;140;140;761;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;fluticasone;UK Biobank Assessment Centre > Verbal interview > Medications;2115;1158;957;EUR;1;NA;NA;NA;NA;1854;NA;NA;NA;NA;NA;418619;NA;NA;NA;NA;NA;0.09962;NA;NA;NA;NA;NA;1.0268;NA;categorical-20003-both_sexes-1140888098.tsv.bgz;categorical-20003-both_sexes-1140888098.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888098.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888098.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888098.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888098.tsv.bgz.tbi;542171022;1751700;9593b2fd4abd5019c67f30ec820f98c6;c8f8c558e06b0bd0091efc8ce1274955;CA_Medications_h0.09962_n2115;Medications;fluticasone;CA_PRS_fluticasone_h0.09962_n2115;J45;Asthma
57;1140888172;141;141;762;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;mometasone;UK Biobank Assessment Centre > Verbal interview > Medications;922;491;431;EUR;1;NA;NA;NA;NA;819;NA;NA;NA;NA;NA;419654;NA;NA;NA;NA;NA;0.14005;NA;NA;NA;NA;NA;1.0111;NA;categorical-20003-both_sexes-1140888172.tsv.bgz;categorical-20003-both_sexes-1140888172.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888172.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888172.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888172.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888172.tsv.bgz.tbi;535127205;1751689;fc130471bf57e22738b37327b2e5419a;971560613af98c2d44030213d81eb992;CA_Medications_h0.14005_n922;Medications;mometasone;CA_PRS_mometasone_h0.14005_n922;J45;Asthma
58;1140888266;142;142;763;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;warfarin;UK Biobank Assessment Centre > Verbal interview > Medications;4714;1432;3282;EUR;1;NA;NA;NA;NA;4228;NA;NA;NA;NA;NA;416245;NA;NA;NA;NA;NA;0.090637;NA;NA;NA;NA;NA;1.0395;NA;categorical-20003-both_sexes-1140888266.tsv.bgz;categorical-20003-both_sexes-1140888266.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888266.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888266.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888266.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888266.tsv.bgz.tbi;546074279;1752057;a1c628e1dba21397a6fcd2a868211b01;d23456065e70b792f12253da40f662c4;CA_Medications_h0.09064_n4714;Medications;warfarin;CA_PRS_warfarin_h0.09064_n4714;I48;AF
59;1140888366;143;143;765;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;thiamine preparation;UK Biobank Assessment Centre > Verbal interview > Medications;681;133;548;EUR;1;NA;NA;NA;NA;595;NA;NA;NA;NA;NA;419878;NA;NA;NA;NA;NA;0.30231;NA;NA;NA;NA;NA;0.97813;NA;categorical-20003-both_sexes-1140888366.tsv.bgz;categorical-20003-both_sexes-1140888366.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888366.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888366.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888366.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888366.tsv.bgz.tbi;531900601;1751582;d8d4fc26150f8f1f72f152bd85143cdf;efcd13017a7b41dbac868d09f4892b6c;CA_Medications_h0.30231_n681;Medications;thiamine preparation;CA_PRS_thiamine_preparation_h0.30231_n681;F10_E51;Alcoholism/Thiamine deficiency
60;1140888570;144;144;775;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;flecainide;UK Biobank Assessment Centre > Verbal interview > Medications;738;324;414;EUR;1;NA;NA;NA;NA;674;NA;NA;NA;NA;NA;419799;NA;NA;NA;NA;NA;0.057659;NA;NA;NA;NA;NA;0.98037;NA;categorical-20003-both_sexes-1140888570.tsv.bgz;categorical-20003-both_sexes-1140888570.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888570.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888570.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888570.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888570.tsv.bgz.tbi;533470283;1751855;11ce7b0fa749e11ffe84536f56d5e6ba;51ea054a025bde6ca7d16bca9e3bfbf4;CA_Medications_h0.05766_n738;Medications;flecainide;CA_PRS_flecainide_h0.05766_n738;I48;AF
61;1140910832;145;145;807;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;sodium warfarin;UK Biobank Assessment Centre > Verbal interview > Medications;390;123;267;EUR;1;NA;NA;NA;NA;346;NA;NA;NA;NA;NA;420127;NA;NA;NA;NA;NA;0.20132;NA;NA;NA;NA;NA;1.0125;NA;categorical-20003-both_sexes-1140910832.tsv.bgz;categorical-20003-both_sexes-1140910832.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140910832.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140910832.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140910832.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140910832.tsv.bgz.tbi;525007204;1751384;475cba446dace7b085fdfa7724f3ee85;f2038fb28188beaa174e9d43a6e3c72a;CA_Medications_h0.20132_n390;Medications;sodium warfarin;CA_PRS_sodium_warfarin_h0.20132_n390;I48;AF
62;1140911658;146;146;811;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;imigran 50mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;763;655;108;EUR;1;NA;NA;NA;NA;684;NA;NA;NA;NA;NA;419789;NA;NA;NA;NA;NA;0.066202;NA;NA;NA;NA;NA;1.0303;NA;categorical-20003-both_sexes-1140911658.tsv.bgz;categorical-20003-both_sexes-1140911658.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911658.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911658.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140911658.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140911658.tsv.bgz.tbi;533739332;1751541;4d34679ac27edda81d40939e95d347d2;9ae13d3475f03f0b70531d28ce52eba1;CA_Medications_h0.06620_n763;Medications;imigran 50mg tablet;CA_PRS_imigran_50mg_tablet_h0.06620_n763;G43;Migraine
